fs,num_r_peaks,rr_mean,rr_std,rr_min,rr_max,rr_cv,bpm_mean,bpm_std,bpm_min,bpm_max,signal_mean,signal_std,signal_min,signal_max,signal_energy,duration_sec,peak_density,simple_label
100.00000000000001,22,0.6995238095238093,0.06743435541509557,0.6299999999999999,0.9299999999999998,0.0964003719344457,86.45566792579906,7.144790697819348,64.51612903225808,95.23809523809526,-0.06577224257094419,100.63691672693554,-400.9551818061303,740.4737749990021,10127.793334292048,30.009999999999994,0.7330889703432191,normal
